,pKa
4avi/4avi_cplx.pdb, 7.63
4x5z/4x5z_cplx.pdb, 7.63
5v13/5v13_cplx.pdb, 7.63
6fob/6fob_cplx.pdb, 7.63
1c1v/1c1v_cplx.pdb, 7.64
1e5a/1e5a_cplx.pdb, 7.64
1o6q/1o6q_cplx.pdb, 7.64
1q6n/1q6n_cplx.pdb, 7.64
1uvt/1uvt_cplx.pdb, 7.64
1vjy/1vjy_cplx.pdb, 7.64
2bkt/2bkt_cplx.pdb, 7.64
2g0h/2g0h_cplx.pdb, 7.64
2hl4/2hl4_cplx.pdb, 7.64
2in6/2in6_cplx.pdb, 7.64
2wez/2wez_cplx.pdb, 7.64
3d78/3d78_cplx.pdb, 7.64
3fat/3fat_cplx.pdb, 7.64
3h89/3h89_cplx.pdb, 7.64
3hl7/3hl7_cplx.pdb, 7.64
3k5k/3k5k_cplx.pdb, 7.64
3l0v/3l0v_cplx.pdb, 7.64
3poz/3poz_cplx.pdb, 7.64
3sjf/3sjf_cplx.pdb, 7.64
3wyk/3wyk_cplx.pdb, 7.64
3zmg/3zmg_cplx.pdb, 7.64
4bfr/4bfr_cplx.pdb, 7.64
4ixu/4ixu_cplx.pdb, 7.64
4jje/4jje_cplx.pdb, 7.64
4jlm/4jlm_cplx.pdb, 7.64
4kiq/4kiq_cplx.pdb, 7.64
4lwi/4lwi_cplx.pdb, 7.64
4m1d/4m1d_cplx.pdb, 7.64
4qmv/4qmv_cplx.pdb, 7.64
4r5y/4r5y_cplx.pdb, 7.64
4r73/4r73_cplx.pdb, 7.64
4rpo/4rpo_cplx.pdb, 7.64
4ruz/4ruz_cplx.pdb, 7.64
4yk5/4yk5_cplx.pdb, 7.64
5ctb/5ctb_cplx.pdb, 7.64
5eie/5eie_cplx.pdb, 7.64
5el9/5el9_cplx.pdb, 7.64
5eml/5eml_cplx.pdb, 7.64
5exn/5exn_cplx.pdb, 7.64
5hlw/5hlw_cplx.pdb, 7.64
5iez/5iez_cplx.pdb, 7.64
5nhp/5nhp_cplx.pdb, 7.64
5qck/5qck_cplx.pdb, 7.64
5t68/5t68_cplx.pdb, 7.64
5tho/5tho_cplx.pdb, 7.64
5tq8/5tq8_cplx.pdb, 7.64
5u6j/5u6j_cplx.pdb, 7.64
5xpm/5xpm_cplx.pdb, 7.64
6cjy/6cjy_cplx.pdb, 7.64
6df4/6df4_cplx.pdb, 7.64
6gub/6gub_cplx.pdb, 7.64
966c/966c_cplx.pdb, 7.64
5dex/5dex_cplx.pdb, 7.65
5wf5/5wf5_cplx.pdb, 7.65
6dk1/6dk1_cplx.pdb, 7.65
1au0/1au0_cplx.pdb, 7.66
1f0r/1f0r_cplx.pdb, 7.66
1i8i/1i8i_cplx.pdb, 7.66
1juy/1juy_cplx.pdb, 7.66
1nny/1nny_cplx.pdb, 7.66
1ppk/1ppk_cplx.pdb, 7.66
1q41/1q41_cplx.pdb, 7.66
1uwh/1uwh_cplx.pdb, 7.66
1y6a/1y6a_cplx.pdb, 7.66
2az9/2az9_cplx.pdb, 7.66
2cn0/2cn0_cplx.pdb, 7.66
2fj0/2fj0_cplx.pdb, 7.66
2xu1/2xu1_cplx.pdb, 7.66
2ydf/2ydf_cplx.pdb, 7.66
2yjc/2yjc_cplx.pdb, 7.66
2yme/2yme_cplx.pdb, 7.66
3cde/3cde_cplx.pdb, 7.66
3d14/3d14_cplx.pdb, 7.66
3d25/3d25_cplx.pdb, 7.66
3dv5/3dv5_cplx.pdb, 7.66
3fup/3fup_cplx.pdb, 7.66
3g0f/3g0f_cplx.pdb, 7.66
3k3e/3k3e_cplx.pdb, 7.66
3k83/3k83_cplx.pdb, 7.66
3ow4/3ow4_cplx.pdb, 7.66
3p7c/3p7c_cplx.pdb, 7.66
3qi1/3qi1_cplx.pdb, 7.66
3sl5/3sl5_cplx.pdb, 7.66
3way/3way_cplx.pdb, 7.66
3wd1/3wd1_cplx.pdb, 7.66
3zep/3zep_cplx.pdb, 7.66
4ach/4ach_cplx.pdb, 7.66
4aw8/4aw8_cplx.pdb, 7.66
4b74/4b74_cplx.pdb, 7.66
4bch/4bch_cplx.pdb, 7.66
4bjx/4bjx_cplx.pdb, 7.66
4c4i/4c4i_cplx.pdb, 7.66
4d1s/4d1s_cplx.pdb, 7.66
4e5w/4e5w_cplx.pdb, 7.66
4fbx/4fbx_cplx.pdb, 7.66
4g8o/4g8o_cplx.pdb, 7.66
4g8r/4g8r_cplx.pdb, 7.66
4gq4/4gq4_cplx.pdb, 7.66
4jvj/4jvj_cplx.pdb, 7.66
4nb3/4nb3_cplx.pdb, 7.66
4oeu/4oeu_cplx.pdb, 7.66
4ofl/4ofl_cplx.pdb, 7.66
4p73/4p73_cplx.pdb, 7.66
4q06/4q06_cplx.pdb, 7.66
4qev/4qev_cplx.pdb, 7.66
4rj7/4rj7_cplx.pdb, 7.66
4x69/4x69_cplx.pdb, 7.66
4x6h/4x6h_cplx.pdb, 7.66
4zy4/4zy4_cplx.pdb, 7.66
4zyv/4zyv_cplx.pdb, 7.66
5a46/5a46_cplx.pdb, 7.66
5alu/5alu_cplx.pdb, 7.66
5c4t/5c4t_cplx.pdb, 7.66
5cal/5cal_cplx.pdb, 7.66
5db1/5db1_cplx.pdb, 7.66
5dfp/5dfp_cplx.pdb, 7.66
5e1e/5e1e_cplx.pdb, 7.66
5edc/5edc_cplx.pdb, 7.66
5fiv/5fiv_cplx.pdb, 7.66
5kz0/5kz0_cplx.pdb, 7.66
5lgu/5lgu_cplx.pdb, 7.66
5qik/5qik_cplx.pdb, 7.66
5tcy/5tcy_cplx.pdb, 7.66
5w13/5w13_cplx.pdb, 7.66
2bpv/2bpv_cplx.pdb, 7.67
3tiw/3tiw_cplx.pdb, 7.67
4xg4/4xg4_cplx.pdb, 7.67
5tq7/5tq7_cplx.pdb, 7.67
1bjr/1bjr_cplx.pdb, 7.68
1cyn/1cyn_cplx.pdb, 7.68
1dbj/1dbj_cplx.pdb, 7.68
1j07/1j07_cplx.pdb, 7.68
1ngw/1ngw_cplx.pdb, 7.68
1o2q/1o2q_cplx.pdb, 7.68
1oq5/1oq5_cplx.pdb, 7.68
1t4v/1t4v_cplx.pdb, 7.68
1w0z/1w0z_cplx.pdb, 7.68
1w1g/1w1g_cplx.pdb, 7.68
1y2k/1y2k_cplx.pdb, 7.68
1ze8/1ze8_cplx.pdb, 7.68
2arm/2arm_cplx.pdb, 7.68
2cni/2cni_cplx.pdb, 7.68
2p1c/2p1c_cplx.pdb, 7.68
2p8s/2p8s_cplx.pdb, 7.68
2vci/2vci_cplx.pdb, 7.68
2vcj/2vcj_cplx.pdb, 7.68
2vcx/2vcx_cplx.pdb, 7.68
2wxn/2wxn_cplx.pdb, 7.68
2yln/2yln_cplx.pdb, 7.68
3c7q/3c7q_cplx.pdb, 7.68
3eig/3eig_cplx.pdb, 7.68
3f8c/3f8c_cplx.pdb, 7.68
3hrb/3hrb_cplx.pdb, 7.68
3miy/3miy_cplx.pdb, 7.68
3v1r/3v1r_cplx.pdb, 7.68
4anu/4anu_cplx.pdb, 7.68
4cpz/4cpz_cplx.pdb, 7.68
4d7b/4d7b_cplx.pdb, 7.68
4del/4del_cplx.pdb, 7.68
4gh6/4gh6_cplx.pdb, 7.68
4j3m/4j3m_cplx.pdb, 7.68
4r17/4r17_cplx.pdb, 7.68
4r18/4r18_cplx.pdb, 7.68
4ygf/4ygf_cplx.pdb, 7.68
5ak0/5ak0_cplx.pdb, 7.68
5d7a/5d7a_cplx.pdb, 7.68
5di1/5di1_cplx.pdb, 7.68
5eg4/5eg4_cplx.pdb, 7.68
5ek0/5ek0_cplx.pdb, 7.68
5f1l/5f1l_cplx.pdb, 7.68
5nkg/5nkg_cplx.pdb, 7.68
5q14/5q14_cplx.pdb, 7.68
5u6v/5u6v_cplx.pdb, 7.68
5un9/5un9_cplx.pdb, 7.68
5wvd/5wvd_cplx.pdb, 7.68
5wyz/5wyz_cplx.pdb, 7.68
5xmv/5xmv_cplx.pdb, 7.68
5yjm/5yjm_cplx.pdb, 7.68
6b4u/6b4u_cplx.pdb, 7.68
6bw2/6bw2_cplx.pdb, 7.68
6cvx/6cvx_cplx.pdb, 7.68
6do4/6do4_cplx.pdb, 7.68
6f3i/6f3i_cplx.pdb, 7.68
6g9a/6g9a_cplx.pdb, 7.68
6hke/6hke_cplx.pdb, 7.68
2a2x/2a2x_cplx.pdb, 7.69
2itk/2itk_cplx.pdb, 7.69
4x7i/4x7i_cplx.pdb, 7.69
5q0v/5q0v_cplx.pdb, 7.69
5xsr/5xsr_cplx.pdb, 7.69
6ezg/6ezg_cplx.pdb, 7.69
1b0f/1b0f_cplx.pdb, 7.70
1bai/1bai_cplx.pdb, 7.70
1fzm/1fzm_cplx.pdb, 7.70
1gno/1gno_cplx.pdb, 7.70
1h8y/1h8y_cplx.pdb, 7.70
1him/1him_cplx.pdb, 7.70
1hww/1hww_cplx.pdb, 7.70
1iem/1iem_cplx.pdb, 7.70
1izh/1izh_cplx.pdb, 7.70
1j7z/1j7z_cplx.pdb, 7.70
1m5e/1m5e_cplx.pdb, 7.70
1mes/1mes_cplx.pdb, 7.70
1mm6/1mm6_cplx.pdb, 7.70
1mm7/1mm7_cplx.pdb, 7.70
1oau/1oau_cplx.pdb, 7.70
1oz0/1oz0_cplx.pdb, 7.70
1pyw/1pyw_cplx.pdb, 7.70
1q1y/1q1y_cplx.pdb, 7.70
1qpe/1qpe_cplx.pdb, 7.70
1s39/1s39_cplx.pdb, 7.70
1sqi/1sqi_cplx.pdb, 7.70
1uou/1uou_cplx.pdb, 7.70
1vja/1vja_cplx.pdb, 7.70
1x0n/1x0n_cplx.pdb, 7.70
1zaf/1zaf_cplx.pdb, 7.70
2agv/2agv_cplx.pdb, 7.70
2b54/2b54_cplx.pdb, 7.70
2bts/2bts_cplx.pdb, 7.70
2c4f/2c4f_cplx.pdb, 7.70
2d1o/2d1o_cplx.pdb, 7.70
2e9o/2e9o_cplx.pdb, 7.70
2flu/2flu_cplx.pdb, 7.70
2fx7/2fx7_cplx.pdb, 7.70
2g1r/2g1r_cplx.pdb, 7.70
2hmu/2hmu_cplx.pdb, 7.70
2hmv/2hmv_cplx.pdb, 7.70
2hmw/2hmw_cplx.pdb, 7.70
2ica/2ica_cplx.pdb, 7.70
2piy/2piy_cplx.pdb, 7.70
2psj/2psj_cplx.pdb, 7.70
2qoh/2qoh_cplx.pdb, 7.70
2uw0/2uw0_cplx.pdb, 7.70
2ves/2ves_cplx.pdb, 7.70
2who/2who_cplx.pdb, 7.70
2yer/2yer_cplx.pdb, 7.70
2zjw/2zjw_cplx.pdb, 7.70
2zyb/2zyb_cplx.pdb, 7.70
3asx/3asx_cplx.pdb, 7.70
3b7r/3b7r_cplx.pdb, 7.70
3chq/3chq_cplx.pdb, 7.70
3ewc/3ewc_cplx.pdb, 7.70
3eyh/3eyh_cplx.pdb, 7.70
3f3e/3f3e_cplx.pdb, 7.70
3fei/3fei_cplx.pdb, 7.70
3g0e/3g0e_cplx.pdb, 7.70
3hy5/3hy5_cplx.pdb, 7.70
3i51/3i51_cplx.pdb, 7.70
3inh/3inh_cplx.pdb, 7.70
3k7f/3k7f_cplx.pdb, 7.70
3lhg/3lhg_cplx.pdb, 7.70
3n7r/3n7r_cplx.pdb, 7.70
3n7s/3n7s_cplx.pdb, 7.70
3olf/3olf_cplx.pdb, 7.70
3p7i/3p7i_cplx.pdb, 7.70
3q0z/3q0z_cplx.pdb, 7.70
3qcy/3qcy_cplx.pdb, 7.70
3qu0/3qu0_cplx.pdb, 7.70
3qxp/3qxp_cplx.pdb, 7.70
3th9/3th9_cplx.pdb, 7.70
3tpr/3tpr_cplx.pdb, 7.70
3zxr/3zxr_cplx.pdb, 7.70
4acc/4acc_cplx.pdb, 7.70
4bnu/4bnu_cplx.pdb, 7.70
4bnx/4bnx_cplx.pdb, 7.70
4bty/4bty_cplx.pdb, 7.70
4c36/4c36_cplx.pdb, 7.70
4cby/4cby_cplx.pdb, 7.70
4cpt/4cpt_cplx.pdb, 7.70
4d0w/4d0w_cplx.pdb, 7.70
4d2s/4d2s_cplx.pdb, 7.70
4dfn/4dfn_cplx.pdb, 7.70
4dk7/4dk7_cplx.pdb, 7.70
4e7r/4e7r_cplx.pdb, 7.70
4e9d/4e9d_cplx.pdb, 7.70
4fsl/4fsl_cplx.pdb, 7.70
4gcj/4gcj_cplx.pdb, 7.70
4j8r/4j8r_cplx.pdb, 7.70
4k2g/4k2g_cplx.pdb, 7.70
4kln/4kln_cplx.pdb, 7.70
4l02/4l02_cplx.pdb, 7.70
4n8e/4n8e_cplx.pdb, 7.70
4nie/4nie_cplx.pdb, 7.70
4nld/4nld_cplx.pdb, 7.70
4nw5/4nw5_cplx.pdb, 7.70
4o09/4o09_cplx.pdb, 7.70
4pry/4pry_cplx.pdb, 7.70
4q0l/4q0l_cplx.pdb, 7.70
4tmk/4tmk_cplx.pdb, 7.70
4tw9/4tw9_cplx.pdb, 7.70
4tyt/4tyt_cplx.pdb, 7.70
4v1f/4v1f_cplx.pdb, 7.70
4yz9/4yz9_cplx.pdb, 7.70
4zga/4zga_cplx.pdb, 7.70
5a0a/5a0a_cplx.pdb, 7.70
5a2s/5a2s_cplx.pdb, 7.70
5b0x/5b0x_cplx.pdb, 7.70
5c8k/5c8k_cplx.pdb, 7.70
5dri/5dri_cplx.pdb, 7.70
5dry/5dry_cplx.pdb, 7.70
5he4/5he4_cplx.pdb, 7.70
5hvp/5hvp_cplx.pdb, 7.70
5ktx/5ktx_cplx.pdb, 7.70
5l9g/5l9g_cplx.pdb, 7.70
5ni7/5ni7_cplx.pdb, 7.70
5ni8/5ni8_cplx.pdb, 7.70
5oq5/5oq5_cplx.pdb, 7.70
5sz5/5sz5_cplx.pdb, 7.70
5uv5/5uv5_cplx.pdb, 7.70
5w92/5w92_cplx.pdb, 7.70
5xpl/5xpl_cplx.pdb, 7.70
5y7w/5y7w_cplx.pdb, 7.70
6cn5/6cn5_cplx.pdb, 7.70
6f1x/6f1x_cplx.pdb, 7.70
6gbx/6gbx_cplx.pdb, 7.70
6m9t/6m9t_cplx.pdb, 7.70
3lk8/3lk8_cplx.pdb, 7.71
4c37/4c37_cplx.pdb, 7.71
4mmp/4mmp_cplx.pdb, 7.71
1ajv/1ajv_cplx.pdb, 7.72
1bl7/1bl7_cplx.pdb, 7.72
1caq/1caq_cplx.pdb, 7.72
1cnw/1cnw_cplx.pdb, 7.72
1j4r/1j4r_cplx.pdb, 7.72
1oif/1oif_cplx.pdb, 7.72
1p93/1p93_cplx.pdb, 7.72
1uom/1uom_cplx.pdb, 7.72
1yk7/1yk7_cplx.pdb, 7.72
2l84/2l84_cplx.pdb, 7.72
2pjb/2pjb_cplx.pdb, 7.72
2wf3/2wf3_cplx.pdb, 7.72
2x2c/2x2c_cplx.pdb, 7.72
2zjf/2zjf_cplx.pdb, 7.72
3c43/3c43_cplx.pdb, 7.72
3d4f/3d4f_cplx.pdb, 7.72
3e8n/3e8n_cplx.pdb, 7.72
3el5/3el5_cplx.pdb, 7.72
3g9e/3g9e_cplx.pdb, 7.72
3h8c/3h8c_cplx.pdb, 7.72
3hnz/3hnz_cplx.pdb, 7.72
3owb/3owb_cplx.pdb, 7.72
3vjc/3vjc_cplx.pdb, 7.72
3w2r/3w2r_cplx.pdb, 7.72
4a4w/4a4w_cplx.pdb, 7.72
4egk/4egk_cplx.pdb, 7.72
4fzg/4fzg_cplx.pdb, 7.72
4hhz/4hhz_cplx.pdb, 7.72
4hvh/4hvh_cplx.pdb, 7.72
4im0/4im0_cplx.pdb, 7.72
4j1e/4j1e_cplx.pdb, 7.72
4mw1/4mw1_cplx.pdb, 7.72
4n9d/4n9d_cplx.pdb, 7.72
4qmo/4qmo_cplx.pdb, 7.72
4uvw/4uvw_cplx.pdb, 7.72
4uw1/4uw1_cplx.pdb, 7.72
4x6y/4x6y_cplx.pdb, 7.72
4xe0/4xe0_cplx.pdb, 7.72
4ycm/4ycm_cplx.pdb, 7.72
4ztn/4ztn_cplx.pdb, 7.72
5a3n/5a3n_cplx.pdb, 7.72
5als/5als_cplx.pdb, 7.72
5em7/5em7_cplx.pdb, 7.72
5fqp/5fqp_cplx.pdb, 7.72
5gty/5gty_cplx.pdb, 7.72
5i2r/5i2r_cplx.pdb, 7.72
5ia2/5ia2_cplx.pdb, 7.72
5j3s/5j3s_cplx.pdb, 7.72
5klr/5klr_cplx.pdb, 7.72
5lh8/5lh8_cplx.pdb, 7.72
5lla/5lla_cplx.pdb, 7.72
5ngb/5ngb_cplx.pdb, 7.72
5nib/5nib_cplx.pdb, 7.72
5nkc/5nkc_cplx.pdb, 7.72
5nki/5nki_cplx.pdb, 7.72
5tca/5tca_cplx.pdb, 7.72
2aou/2aou_cplx.pdb, 7.73
3ljg/3ljg_cplx.pdb, 7.73
5fdi/5fdi_cplx.pdb, 7.73
5hbs/5hbs_cplx.pdb, 7.73
5nyh/5nyh_cplx.pdb, 7.73
1bqo/1bqo_cplx.pdb, 7.74
1d8f/1d8f_cplx.pdb, 7.74
1eas/1eas_cplx.pdb, 7.74
1f0s/1f0s_cplx.pdb, 7.74
1h36/1h36_cplx.pdb, 7.74
1heg/1heg_cplx.pdb, 7.74
1j36/1j36_cplx.pdb, 7.74
1lee/1lee_cplx.pdb, 7.74
1nfu/1nfu_cplx.pdb, 7.74
1qbo/1qbo_cplx.pdb, 7.74
1qiw/1qiw_cplx.pdb, 7.74
1qj6/1qj6_cplx.pdb, 7.74
1rd4/1rd4_cplx.pdb, 7.74
1sbg/1sbg_cplx.pdb, 7.74
1txr/1txr_cplx.pdb, 7.74
1usn/1usn_cplx.pdb, 7.74
1wu1/1wu1_cplx.pdb, 7.74
1x70/1x70_cplx.pdb, 7.74
2adu/2adu_cplx.pdb, 7.74
2bmg/2bmg_cplx.pdb, 7.74
2chx/2chx_cplx.pdb, 7.74
2jt5/2jt5_cplx.pdb, 7.74
2oh0/2oh0_cplx.pdb, 7.74
2pj8/2pj8_cplx.pdb, 7.74
2uw7/2uw7_cplx.pdb, 7.74
2v59/2v59_cplx.pdb, 7.74
3b7u/3b7u_cplx.pdb, 7.74
3i7c/3i7c_cplx.pdb, 7.74
3mbl/3mbl_cplx.pdb, 7.74
3nb5/3nb5_cplx.pdb, 7.74
3o9v/3o9v_cplx.pdb, 7.74
3ohh/3ohh_cplx.pdb, 7.74
3p7b/3p7b_cplx.pdb, 7.74
3ps6/3ps6_cplx.pdb, 7.74
3qk5/3qk5_cplx.pdb, 7.74
3tvc/3tvc_cplx.pdb, 7.74
3twd/3twd_cplx.pdb, 7.74
3wcb/3wcb_cplx.pdb, 7.74
3ztx/3ztx_cplx.pdb, 7.74
4anw/4anw_cplx.pdb, 7.74
4anx/4anx_cplx.pdb, 7.74
4auj/4auj_cplx.pdb, 7.74
4auy/4auy_cplx.pdb, 7.74
4cae/4cae_cplx.pdb, 7.74
4cpq/4cpq_cplx.pdb, 7.74
4gmc/4gmc_cplx.pdb, 7.74
4i71/4i71_cplx.pdb, 7.74
4i9z/4i9z_cplx.pdb, 7.74
4ipf/4ipf_cplx.pdb, 7.74
4j22/4j22_cplx.pdb, 7.74
4jhq/4jhq_cplx.pdb, 7.74
4jik/4jik_cplx.pdb, 7.74
4kjv/4kjv_cplx.pdb, 7.74
4mm5/4mm5_cplx.pdb, 7.74
4ph4/4ph4_cplx.pdb, 7.74
4pp5/4pp5_cplx.pdb, 7.74
4xnw/4xnw_cplx.pdb, 7.74
5cin/5cin_cplx.pdb, 7.74
5eh0/5eh0_cplx.pdb, 7.74
5emm/5emm_cplx.pdb, 7.74
5i0l/5i0l_cplx.pdb, 7.74
5iu8/5iu8_cplx.pdb, 7.74
5j2x/5j2x_cplx.pdb, 7.74
5kxi/5kxi_cplx.pdb, 7.74
5nfh/5nfh_cplx.pdb, 7.74
5od5/5od5_cplx.pdb, 7.74
5uuu/5uuu_cplx.pdb, 7.74
5yhl/5yhl_cplx.pdb, 7.74
6c7g/6c7g_cplx.pdb, 7.74
6fo8/6fo8_cplx.pdb, 7.74
1rhq/1rhq_cplx.pdb, 7.75
2jkm/2jkm_cplx.pdb, 7.75
3vqs/3vqs_cplx.pdb, 7.75
4l23/4l23_cplx.pdb, 7.75
4x50/4x50_cplx.pdb, 7.75
5fwr/5fwr_cplx.pdb, 7.75
5mtx/5mtx_cplx.pdb, 7.75
5y5u/5y5u_cplx.pdb, 7.75
6fo9/6fo9_cplx.pdb, 7.75
1hdt/1hdt_cplx.pdb, 7.76
2ccc/2ccc_cplx.pdb, 7.76
2zpk/2zpk_cplx.pdb, 7.76
3q3b/3q3b_cplx.pdb, 7.76
4c38/4c38_cplx.pdb, 7.76
4hwp/4hwp_cplx.pdb, 7.76
4xg3/4xg3_cplx.pdb, 7.76
4z2b/4z2b_cplx.pdb, 7.76
5ckr/5ckr_cplx.pdb, 7.76
5hvy/5hvy_cplx.pdb, 7.76
6g35/6g35_cplx.pdb, 7.76
1axs/1axs_cplx.pdb, 7.77
1ek1/1ek1_cplx.pdb, 7.77
1my2/1my2_cplx.pdb, 7.77
1pi5/1pi5_cplx.pdb, 7.77
1wss/1wss_cplx.pdb, 7.77
1xh9/1xh9_cplx.pdb, 7.77
2bdy/2bdy_cplx.pdb, 7.77
2fx9/2fx9_cplx.pdb, 7.77
2g70/2g70_cplx.pdb, 7.77
2jh6/2jh6_cplx.pdb, 7.77
2jsd/2jsd_cplx.pdb, 7.77
2lzg/2lzg_cplx.pdb, 7.77
2osc/2osc_cplx.pdb, 7.77
2pj7/2pj7_cplx.pdb, 7.77
2qe2/2qe2_cplx.pdb, 7.77
2qm9/2qm9_cplx.pdb, 7.77
2vv9/2vv9_cplx.pdb, 7.77
3chs/3chs_cplx.pdb, 7.77
3cyw/3cyw_cplx.pdb, 7.77
3d7g/3d7g_cplx.pdb, 7.77
3dsz/3dsz_cplx.pdb, 7.77
3et7/3et7_cplx.pdb, 7.77
3gm0/3gm0_cplx.pdb, 7.77
3hy9/3hy9_cplx.pdb, 7.77
3io7/3io7_cplx.pdb, 7.77
3iop/3iop_cplx.pdb, 7.77
3k5c/3k5c_cplx.pdb, 7.77
3kwb/3kwb_cplx.pdb, 7.77
3mi2/3mi2_cplx.pdb, 7.77
3qpn/3qpn_cplx.pdb, 7.77
3r22/3r22_cplx.pdb, 7.77
3rcd/3rcd_cplx.pdb, 7.77
3rq7/3rq7_cplx.pdb, 7.77
3ske/3ske_cplx.pdb, 7.77
3tzm/3tzm_cplx.pdb, 7.77
3uvq/3uvq_cplx.pdb, 7.77
3uw4/3uw4_cplx.pdb, 7.77
4alu/4alu_cplx.pdb, 7.77
4cpx/4cpx_cplx.pdb, 7.77
4dh6/4dh6_cplx.pdb, 7.77
4g1f/4g1f_cplx.pdb, 7.77
4gzt/4gzt_cplx.pdb, 7.77
4hvg/4hvg_cplx.pdb, 7.77
4jyv/4jyv_cplx.pdb, 7.77
4ke0/4ke0_cplx.pdb, 7.77
4lov/4lov_cplx.pdb, 7.77
4m3q/4m3q_cplx.pdb, 7.77
4md6/4md6_cplx.pdb, 7.77
4nga/4nga_cplx.pdb, 7.77
4obp/4obp_cplx.pdb, 7.77
4oho/4oho_cplx.pdb, 7.77
4pge/4pge_cplx.pdb, 7.77
4rj8/4rj8_cplx.pdb, 7.77
4uuh/4uuh_cplx.pdb, 7.77
4w9o/4w9o_cplx.pdb, 7.77
4wsy/4wsy_cplx.pdb, 7.77
4y83/4y83_cplx.pdb, 7.77
4ycn/4ycn_cplx.pdb, 7.77
4zyt/4zyt_cplx.pdb, 7.77
5abw/5abw_cplx.pdb, 7.77
5apr/5apr_cplx.pdb, 7.77
5cbm/5cbm_cplx.pdb, 7.77
5csz/5csz_cplx.pdb, 7.77
5fp0/5fp0_cplx.pdb, 7.77
5g1n/5g1n_cplx.pdb, 7.77
5j6a/5j6a_cplx.pdb, 7.77
5j6n/5j6n_cplx.pdb, 7.77
5j9x/5j9x_cplx.pdb, 7.77
5kjn/5kjn_cplx.pdb, 7.77
5lwn/5lwn_cplx.pdb, 7.77
5mg2/5mg2_cplx.pdb, 7.77
5neb/5neb_cplx.pdb, 7.77
5nt4/5nt4_cplx.pdb, 7.77
5t97/5t97_cplx.pdb, 7.77
5w5s/5w5s_cplx.pdb, 7.77
6apr/6apr_cplx.pdb, 7.77
6cnk/6cnk_cplx.pdb, 7.77
6euw/6euw_cplx.pdb, 7.77
2bu5/2bu5_cplx.pdb, 7.78
2q6c/2q6c_cplx.pdb, 7.78
4jln/4jln_cplx.pdb, 7.78
4kni/4kni_cplx.pdb, 7.78
4knn/4knn_cplx.pdb, 7.78
4q1d/4q1d_cplx.pdb, 7.78
4r6e/4r6e_cplx.pdb, 7.78
5a3r/5a3r_cplx.pdb, 7.78
5n25/5n25_cplx.pdb, 7.78
5ueu/5ueu_cplx.pdb, 7.78
1j19/1j19_cplx.pdb, 7.79
1ywh/1ywh_cplx.pdb, 7.79
2zwz/2zwz_cplx.pdb, 7.79
6g36/6g36_cplx.pdb, 7.79
1al7/1al7_cplx.pdb, 7.80
1cwc/1cwc_cplx.pdb, 7.80
1f28/1f28_cplx.pdb, 7.80
1g49/1g49_cplx.pdb, 7.80
1q6j/1q6j_cplx.pdb, 7.80
1u1b/1u1b_cplx.pdb, 7.80
1v48/1v48_cplx.pdb, 7.80
1x8t/1x8t_cplx.pdb, 7.80
2chz/2chz_cplx.pdb, 7.80
2ea2/2ea2_cplx.pdb, 7.80
2hd6/2hd6_cplx.pdb, 7.80
2i19/2i19_cplx.pdb, 7.80
2oph/2oph_cplx.pdb, 7.80
2ra0/2ra0_cplx.pdb, 7.80
2wl0/2wl0_cplx.pdb, 7.80
3agl/3agl_cplx.pdb, 7.80
3czv/3czv_cplx.pdb, 7.80
3g5v/3g5v_cplx.pdb, 7.80
3g8o/3g8o_cplx.pdb, 7.80
3hq5/3hq5_cplx.pdb, 7.80
3kba/3kba_cplx.pdb, 7.80
3oy1/3oy1_cplx.pdb, 7.80
3phe/3phe_cplx.pdb, 7.80
3qgy/3qgy_cplx.pdb, 7.80
3rwj/3rwj_cplx.pdb, 7.80
3ryj/3ryj_cplx.pdb, 7.80
3s3i/3s3i_cplx.pdb, 7.80
3t07/3t07_cplx.pdb, 7.80
3unz/3unz_cplx.pdb, 7.80
4a9r/4a9r_cplx.pdb, 7.80
4aa5/4aa5_cplx.pdb, 7.80
4c1m/4c1m_cplx.pdb, 7.80
4fny/4fny_cplx.pdb, 7.80
4fnz/4fnz_cplx.pdb, 7.80
4glx/4glx_cplx.pdb, 7.80
4hvs/4hvs_cplx.pdb, 7.80
4ijp/4ijp_cplx.pdb, 7.80
4j3l/4j3l_cplx.pdb, 7.80
4jzr/4jzr_cplx.pdb, 7.80
4n6z/4n6z_cplx.pdb, 7.80
4p44/4p44_cplx.pdb, 7.80
4p45/4p45_cplx.pdb, 7.80
4pg9/4pg9_cplx.pdb, 7.80
4qem/4qem_cplx.pdb, 7.80
4qjw/4qjw_cplx.pdb, 7.80
4qxt/4qxt_cplx.pdb, 7.80
4r93/4r93_cplx.pdb, 7.80
4rj4/4rj4_cplx.pdb, 7.80
4uiv/4uiv_cplx.pdb, 7.80
4uxq/4uxq_cplx.pdb, 7.80
4w9p/4w9p_cplx.pdb, 7.80
4x6j/4x6j_cplx.pdb, 7.80
5cte/5cte_cplx.pdb, 7.80
5cy3/5cy3_cplx.pdb, 7.80
5hz6/5hz6_cplx.pdb, 7.80
5i3v/5i3v_cplx.pdb, 7.80
5iu2/5iu2_cplx.pdb, 7.80
5j9z/5j9z_cplx.pdb, 7.80
5jjr/5jjr_cplx.pdb, 7.80
5l7g/5l7g_cplx.pdb, 7.80
5lmb/5lmb_cplx.pdb, 7.80
